Query_SNP	DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
rs429358	2020-08-18	32247823	Parisinos CA	2020-04-02	J Hepatol	www.ncbi.nlm.nih.gov/pubmed/32247823	Genome-wide and Mendelian randomisation studies of liver MRI yield insights into the pathogenesis of steatohepatitis.	Liver fat content (MRI proton density fat fraction measure)	14,440 European ancestry individuals	NA	19q13.32	19	44908684	APOE	APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.848199	6E-11	10.221848749616356		0.073	[0.051-0.095] unit increase	Affymetrix [~ 12000000] (imputed)	N	liver fat measurement, liver disease biomarker	http://www.ebi.ac.uk/efo/EFO_0010821, http://www.ebi.ac.uk/efo/EFO_0006845	GCST010417	Genome-wide genotyping array
rs429358	2020-07-21	32203549	Richardson TG	2020-03-23	PLoS Med	www.ncbi.nlm.nih.gov/pubmed/32203549	Evaluating the relationship between circulating lipoprotein lipids and apolipoproteins with risk of coronary heart disease: A multivariable Mendelian randomisation analysis.	Apolipoprotein A1 levels	393,193 European ancestry individuals	NA	19q13.32	19	44908684	APOE	APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.845522	8E-311	310.0969100130081		0.102369	[0.097-0.108] unit increase	Affymetrix [NR] (imputed)	N	apolipoprotein A 1 measurement	http://www.ebi.ac.uk/efo/EFO_0004614	GCST010241	Genome-wide genotyping array
rs429358	2021-04-16	32981348	Klarin D	2020-09-28	Circulation	www.ncbi.nlm.nih.gov/pubmed/32981348	Genetic Architecture of Abdominal Aortic Aneurysm in the Million Veteran Program.	Abdominal aortic aneurysm	7,642 European ancestry cases, 172,172 European ancestry controls	4,972 European ancestry cases, 99,858 European ancestry controls	19q13.32	19	44908684	APOE	APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.1401	1E-15	15.0		1.17	1.12-1.21	Affymetrix [18689289] (imputed)	N	abdominal aortic aneurysm	http://purl.obolibrary.org/obo/MONDO_0005350	GCST011496	Genome-wide genotyping array
rs429358	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Mean spheric corpuscular volume	408,112 British individuals	NA	19q13.32	19	44908684	APOE	APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.154528	2E-46	45.69897000433602		0.044340204	[0.038-0.05] unit decrease	Affymetrix [93095623] (imputed)	N	erythrocyte volume	http://purl.obolibrary.org/obo/OBA_0003460	GCST90002397	Genome-wide genotyping array
rs429358	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Plateletcrit	408,112 British individuals	NA	19q13.32	19	44908684	APOE	APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.154526	6E-31	30.221848749616356		0.03638729	[0.03-0.043] unit decrease	Affymetrix [93095623] (imputed)	N	platelet crit	http://www.ebi.ac.uk/efo/EFO_0007985	GCST90002400	Genome-wide genotyping array
rs429358	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Platelet count	408,112 British individuals	NA	19q13.32	19	44908684	APOE	APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.154533	4E-21	20.397940008672037		0.029496036	[0.023-0.036] unit decrease	Affymetrix [93095623] (imputed)	N	platelet count	http://www.ebi.ac.uk/efo/EFO_0004309	GCST90002402	Genome-wide genotyping array
rs429358	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Red cell distribution width	408,112 British individuals	NA	19q13.32	19	44908684	APOE	APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.154472	2E-59	58.69897000433602		0.050305303	[0.044-0.056] unit decrease	Affymetrix [93095623] (imputed)	N	Red cell distribution width	http://www.ebi.ac.uk/efo/EFO_0009188	GCST90002404	Genome-wide genotyping array
rs429358	2022-05-26	34272381	Stanzick KJ	2021-07-16	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/34272381	Discovery and prioritization of variants and genes for kidney function in >1.2 million individuals.	Blood urea nitrogen levels	679,531 European ancestry individuals, 173,149 individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8506	9E-10	9.045757490560675		0.0043	[0.0029-0.0057] unit increase	NR [13623018] (imputed)	N	blood urea nitrogen amount	http://purl.obolibrary.org/obo/OBA_VT0005265	GCST90103632	Genome-wide genotyping array
rs429358	2022-05-26	34272381	Stanzick KJ	2021-07-16	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/34272381	Discovery and prioritization of variants and genes for kidney function in >1.2 million individuals.	Estimated glomerular filtration rate (creatinine)	1,004,040 European ancestry individuals, 165,726 East Asian ancestry individuals, 13,842 African American individuals, 13,359 South Asian ancestry individuals, 4,961 Hispanic individuals, 2 individuals	417,288 European ancestry individuals	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.845375880615863	7E-26	25.154901959985743		0.0029	[0.0024-0.0034] unit decrease	NR [13633840] (imputed)	N	glomerular filtration rate	http://purl.obolibrary.org/obo/OBA_0003747	GCST90103633	Genome-wide genotyping array
rs429358	2022-05-26	34272381	Stanzick KJ	2021-07-16	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/34272381	Discovery and prioritization of variants and genes for kidney function in >1.2 million individuals.	Estimated glomerular filtration rate (cystatin c)	460,826 European or unknown ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8456	3E-18	17.522878745280337		0.0056	[0.0044-0.0068] unit decrease	NR [13621211] (imputed)	N	glomerular filtration rate	http://purl.obolibrary.org/obo/OBA_0003747	GCST90103635	Genome-wide genotyping array
rs429358	2021-11-26	34336000	Li L	2021-07-14	Behav Neurol	www.ncbi.nlm.nih.gov/pubmed/34336000	Use of Deep-Learning Genomics to Discriminate Healthy Individuals from Those with Alzheimer's Disease or Mild Cognitive Impairment.	Alzheimer's disease	622 cases, 366 controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	5E-36	35.30102999566398		4.348		Illumina [NR]	N	Alzheimer disease	http://purl.obolibrary.org/obo/MONDO_0004975	GCST90026487	Genome-wide genotyping array
rs429358	2021-11-17	34535985	Fairfield CJ	2021-09-17	Hepatol Commun	www.ncbi.nlm.nih.gov/pubmed/34535985	Genome-Wide Association Study of NAFLD Using Electronic Health Records.	Nonalcoholic fatty liver disease	4,761 European ancestry cases, 373,227 European ancestry controls	2,656 European ancestry cases, 32,602 European ancestry controls	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.156	3E-13	12.522878745280337		0.82	[0.77-0.87]	Affymetrix [9723654] (imputed)	N	metabolic dysfunction-associated steatotic liver disease	http://purl.obolibrary.org/obo/MONDO_0013209	GCST90054782	Genome-wide genotyping array
rs429358	2021-11-02	34493870	Wightman DP	2021-09-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34493870	A genome-wide association study with 1,126,563 individuals identifies new risk loci for Alzheimer's disease.	Late-onset Alzheimer's disease	43,725 European ancestry cases, 46,613 European ancestry proxy cases, 1,036,225 European ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	1E-300	300.0				Illumina [NR] (imputed)	N	late-onset Alzheimers disease	http://www.ebi.ac.uk/efo/EFO_1001870	GCST90044699	Genome-wide genotyping array
rs429358	2022-10-03	34426670	Merino J	2021-08-23	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/34426670	Genetic analysis of dietary intake identifies new loci and functional links with metabolic traits.	Relative carbohydrate intake	282,271 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.848	2E-8	7.698970004336019		0.1863	[0.12-0.25] unit decrease	Affymetrix [11800000] (imputed)	N	carbohydrate intake measurement	http://www.ebi.ac.uk/efo/EFO_0010811	GCST90032648	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting total cholesterol in large LDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161731728	5E-25	24.30102999566398		0.285202	[0.23-0.34] mmol/l increase	Illumina [7701709] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST90091547	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting cholesterol esters in large LDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161731728	3E-26	25.522878745280337		0.29202	[0.24-0.35] mmol/l increase	Illumina [7701709] (imputed)	N	esterified cholesterol measurement, low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0008589, http://www.ebi.ac.uk/efo/EFO_0004611	GCST90091548	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting free cholesterol in large LDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161731728	1E-21	21.0		0.264058	[0.21-0.32] mmol/l increase	Illumina [7701709] (imputed)	N	free cholesterol measurement, low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0008591, http://www.ebi.ac.uk/efo/EFO_0004611	GCST90091549	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting total lipids in large LDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161731728	9E-25	24.045757490560675		0.283473	[0.23-0.34] mmol/l increase	Illumina [7701709] (imputed)	N	low density lipoprotein cholesterol measurement, lipid measurement	http://www.ebi.ac.uk/efo/EFO_0004611, http://www.ebi.ac.uk/efo/EFO_0004529	GCST90091550	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting large LDL particle concentration			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161731728	6E-25	24.221848749616356		0.284538	[0.23-0.34] mmol/l increase	Illumina [7701709] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST90091551	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting phospholipid levels in large LDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161731728	4E-24	23.397940008672037		0.279787	[0.23-0.33] mmol/l increase	Illumina [7701709] (imputed)	N	low density lipoprotein cholesterol measurement, phospholipid level	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_1001011	GCST90091552	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting triglycerides levels in large LDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161731728	1E-12	12.0		0.195889	[0.14-0.25] mmol/l increase	Illumina [7701709] (imputed)	N	low density lipoprotein triglyceride measurement	http://www.ebi.ac.uk/efo/EFO_0009946	GCST90091553	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting total cholesterol in medium LDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161622913	2E-26	25.69897000433602		0.29323	[0.24-0.35] mmol/l increase	Illumina [7701709] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST90091568	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting cholesterol esters in medium LDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161622913	4E-26	25.397940008672037		0.291486	[0.24-0.35] mmol/l increase	Illumina [7701709] (imputed)	N	esterified cholesterol measurement, low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0008589, http://www.ebi.ac.uk/efo/EFO_0004611	GCST90091569	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting free cholesterol in medium LDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161622913	4E-27	26.397940008672037		0.297518	[0.24-0.35] mmol/l increase	Illumina [7701709] (imputed)	N	free cholesterol measurement, low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0008591, http://www.ebi.ac.uk/efo/EFO_0004611	GCST90091570	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting total lipids in medium LDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161622913	9E-27	26.045757490560675		0.295396	[0.24-0.35] mmol/l increase	Illumina [7701709] (imputed)	N	low density lipoprotein cholesterol measurement, lipid measurement	http://www.ebi.ac.uk/efo/EFO_0004611, http://www.ebi.ac.uk/efo/EFO_0004529	GCST90091571	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting medium LDL particle concentration			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161622913	9E-27	26.045757490560675		0.295573	[0.24-0.35] mmol/l increase	Illumina [7701709] (imputed)	N	low density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004611	GCST90091572	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting phospholipid levels in medium LDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161622913	2E-28	27.69897000433602		0.305241	[0.25-0.36] mmol/l increase	Illumina [7701709] (imputed)	N	low density lipoprotein cholesterol measurement, phospholipid level	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_1001011	GCST90091573	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting triglycerides levels in medium LDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161622913	1E-11	11.0		0.18747	[0.13-0.24] mmol/l increase	Illumina [7701709] (imputed)	N	low density lipoprotein triglyceride measurement	http://www.ebi.ac.uk/efo/EFO_0009946	GCST90091574	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting monounsaturated fatty acids (16:1, 18:1)			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161676923	5E-13	12.301029995663981		0.201189	[0.15-0.26] mmol/l increase	Illumina [7701709] (imputed)	N	fatty acid amount	http://purl.obolibrary.org/obo/OBA_VT0010046	GCST90091575	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting total cholesterol in medium VLDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161657082	1E-12	12.0		0.196782	[0.14-0.25] mmol/l increase	Illumina [7701709] (imputed)	N	blood VLDL cholesterol amount	http://purl.obolibrary.org/obo/OBA_VT0005144	GCST90091576	Genome-wide genotyping array
rs429358	2024-09-19	34610981	Li-Gao R	2021-10-05	Diabetes	www.ncbi.nlm.nih.gov/pubmed/34610981	Genetic Studies of Metabolomics Change After a Liquid Meal Illuminate Novel Pathways for Glucose and Lipid Metabolism.	Fasting cholesterol esters in medium VLDL			19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.161657082	9E-15	14.045757490560675		0.21437	[0.16-0.27] mmol/l increase	Illumina [7701709] (imputed)	N	esterified cholesterol measurement, blood VLDL cholesterol amount	http://www.ebi.ac.uk/efo/EFO_0008589, http://purl.obolibrary.org/obo/OBA_VT0005144	GCST90091577	Genome-wide genotyping array
